,Name,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,Location_Ahmedabad,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
143,Hyundai Santro Xing XO eRLX Euro II,2008,80759,17.0,1086,0.0,5.0,24.13492723492724,1.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
144,Toyota Fortuner 3.0 Diesel,2012,91235,11.5,2982,171.0,7.0,24.13492723492724,13.49,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
145,Chevrolet Beat LT Option,2014,38800,18.6,1199,76.8,5.0,24.13492723492724,2.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
146,Skoda Rapid 1.5 TDI Elegance,2013,83000,21.14,1498,103.52,5.0,24.13492723492724,4.75,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
147,Maruti Ciaz 1.4 Alpha,2018,41283,20.73,1373,91.1,5.0,24.13492723492724,9.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
148,Audi RS5 Coupe,2013,23000,11.05,2894,444.0,4.0,128.0,37.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
149,BMW 3 Series Luxury Line,2014,48000,21.76,1995,190.0,5.0,60.88,26.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
150,Audi A4 2.0 TDI 177 Bhp Premium Plus,2015,48214,17.11,1968,174.33,5.0,24.13492723492724,23.32,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
151,Maruti Swift VDI,2016,35000,22.9,1248,74.0,5.0,24.13492723492724,6.25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
152,Mercedes-Benz S Class 2005 2013 S 500,2010,35277,7.81,5461,362.9,5.0,24.13492723492724,30.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
153,Skoda Rapid 1.5 TDI AT Elegance Plus Black Package,2016,54620,21.66,1498,103.52,5.0,24.13492723492724,9.86,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
154,Skoda Superb Elegance 2.0 TDI CR AT,2012,136997,17.2,1968,138.1,5.0,24.13492723492724,8.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
155,Hyundai EON Magna Plus,2019,14322,21.1,814,55.2,5.0,24.13492723492724,4.23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
156,Volkswagen Polo Diesel Trendline 1.2L,2012,65634,22.07,1199,73.9,5.0,24.13492723492724,3.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
157,Datsun GO NXT,2016,6000,20.63,1198,67.06,5.0,24.13492723492724,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
158,Honda Brio S MT,2013,33280,19.4,1198,86.8,5.0,24.13492723492724,2.39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
159,Mercedes-Benz B Class B180,2013,29000,14.8,1595,120.7,5.0,24.13492723492724,11.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
160,Honda City i DTEC V,2015,42831,26.0,1498,98.6,5.0,24.13492723492724,7.11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
161,Toyota Innova 2.5 G (Diesel) 7 Seater,2016,90000,12.99,2494,100.6,7.0,24.13492723492724,10.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
162,Maruti Swift VXI Optional,2017,24005,20.4,1197,81.8,5.0,24.13492723492724,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
163,Mahindra XUV500 W8 2WD,2012,32792,15.1,2179,140.0,7.0,24.13492723492724,7.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
164,Ford Ecosport 1.5 DV5 MT Ambiente,2014,147898,22.7,1498,89.84,5.0,24.13492723492724,4.42,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
165,Toyota Fortuner 4x2 Manual,2012,131765,13.0,2982,168.5,7.0,24.13492723492724,13.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
166,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2013,65000,21.5,1498,108.5,5.0,24.13492723492724,6.25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
167,Ford Figo Diesel Titanium,2010,66123,20.0,1399,68.0,5.0,24.13492723492724,2.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
168,BMW X5 xDrive 30d,2015,41000,15.3,2993,258.0,5.0,24.13492723492724,45.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
169,Mercedes-Benz New C-Class C 220 CDI Style,2017,23550,19.27,2143,167.62,5.0,24.13492723492724,33.66,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
170,Honda Brio V MT,2012,45000,19.4,1198,86.8,5.0,24.13492723492724,3.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
171,Hyundai i10 Magna 1.2,2013,60000,20.36,1197,78.9,5.0,24.13492723492724,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
172,Mercedes-Benz GLC 220,2016,44414,17.9,2143,170.0,5.0,24.13492723492724,42.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
173,Hyundai Grand i10 1.2 Kappa Asta,2019,1000,18.9,1197,81.86,5.0,7.39,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
174,Audi A6 2011-2015 2.0 TDI Premium Plus,2012,62500,17.68,1968,174.33,5.0,24.13492723492724,19.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
175,Volkswagen Vento Petrol Highline AT,2013,21000,14.4,1598,103.6,5.0,24.13492723492724,4.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
176,Mini Countryman Cooper D,2017,8525,16.6,1998,112.0,5.0,24.13492723492724,23.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
177,Hyundai i20 Asta 1.4 CRDi,2014,29000,22.54,1396,88.73,5.0,24.13492723492724,8.35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
178,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,40000,17.68,1968,174.33,5.0,24.13492723492724,22.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
179,Chevrolet Beat Diesel LT,2012,88000,25.44,936,57.6,5.0,24.13492723492724,1.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
180,Skoda Superb Elegance 1.8 TSI AT,2012,53537,13.7,1798,157.75,5.0,24.13492723492724,6.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
181,Ford Fiesta 1.4 TDCi EXI Limited Edition,2006,216000,17.8,1399,68.0,5.0,24.13492723492724,1.45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
182,BMW 5 Series 520d Luxury Line,2014,51000,22.48,1995,190.0,5.0,69.47,33.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
183,Chevrolet Optra Magnum 1.6 LS BS3,2007,118500,12.9,1598,102.5,5.0,24.13492723492724,1.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
184,Volkswagen Polo Diesel Highline 1.2L,2012,63000,22.07,1199,73.9,5.0,24.13492723492724,4.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
185,Renault Lodgy 110PS RxZ 8 Seater,2015,25000,19.98,1461,108.5,8.0,24.13492723492724,6.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
186,Mercedes-Benz E-Class E250 CDI Avantgrade,2014,37382,13.0,2143,201.1,5.0,24.13492723492724,32.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
187,Maruti Baleno Alpha,2017,24773,21.4,1197,83.1,5.0,8.78,7.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
188,Hyundai Verna 1.6 SX,2012,62000,22.32,1582,126.32,5.0,24.13492723492724,4.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
189,Hyundai i10 Magna 1.1,2017,52340,19.81,1086,68.05,5.0,24.13492723492724,4.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
190,Mahindra Scorpio 1.99 S10 4WD,2016,56739,15.4,1997,120.0,7.0,24.13492723492724,10.31,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
191,Land Rover Range Rover 2.2L Dynamic,2018,36091,12.7,2179,187.7,5.0,24.13492723492724,55.76,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
192,Ford Figo Diesel ZXI,2010,120000,20.0,1399,68.0,5.0,24.13492723492724,2.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
193,Maruti Ertiga ZDI,2016,33000,25.47,1248,88.5,7.0,12.74,8.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
194,Honda City 1.5 GXI,2007,60006,0.0,0,111.4056299,5.291306851,24.13492723492724,2.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
195,Honda Amaze S i-Dtech,2014,52000,25.8,1498,98.6,5.0,24.13492723492724,3.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
196,Hyundai i10 Magna,2015,43571,20.36,1197,78.9,5.0,24.13492723492724,3.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
197,Honda Amaze S i-Dtech,2013,50000,25.8,1498,98.6,5.0,24.13492723492724,3.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
198,Skoda Laura Ambiente,2008,113000,17.5,1896,106.0,5.0,24.13492723492724,4.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
199,Renault Duster 85PS Diesel RxL,2014,90000,19.87,1461,83.8,5.0,24.13492723492724,5.35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
200,Mahindra NuvoSport N6,2017,29000,17.45,1493,100.0,7.0,10.52,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
201,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,20000,24.3,1248,88.5,5.0,11.98,9.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
202,Hyundai i20 Asta Option 1.2,2016,61012,18.6,1197,81.83,5.0,24.13492723492724,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
203,Skoda Fabia 1.4 MPI Ambiente,2009,87459,14.7,1390,85.0,5.0,24.13492723492724,2.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
204,Tata Indigo eCS GLX,2010,70500,15.64,1193,64.1,5.0,24.13492723492724,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,2015,64103,15.73,1968,174.33,5.0,24.13492723492724,19.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
206,Skoda Octavia Elegance 1.8 TSI AT,2014,76000,14.7,1798,177.5,5.0,24.13492723492724,10.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
207,Toyota Etios Liva GD SP,2014,104000,23.59,1364,67.06,5.0,24.13492723492724,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
208,Maruti Swift 1.3 VXi,2010,42001,16.1,0,111.4056299,5.291306851,24.13492723492724,2.11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
209,Mercedes-Benz B Class B180,2014,37245,14.8,1595,120.7,5.0,24.13492723492724,11.96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
210,Honda Amaze S Diesel,2013,45000,27.4,1498,98.6,5.0,8.54,3.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
211,Hyundai Verna 1.6 SX,2012,117837,22.32,1582,126.32,5.0,24.13492723492724,4.75,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
212,Renault Duster 85PS Diesel RxL Optional,2014,30000,20.46,1461,83.8,5.0,24.13492723492724,5.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
213,Hyundai Creta 1.6 VTVT S,2015,27057,15.29,1591,121.3,5.0,24.13492723492724,8.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
214,Maruti Wagon R AMT VXI,2016,8500,20.51,998,67.0,5.0,24.13492723492724,4.22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
215,Mercedes-Benz New C-Class C250 Avantgarde,2010,30500,11.74,1796,186.0,5.0,24.13492723492724,10.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
216,Audi A8 L 3.0 TDI quattro,2012,56000,11.8,2967,246.7,5.0,24.13492723492724,45.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
217,Hyundai i10 Magna 1.1,2012,44000,19.81,1086,68.05,5.0,24.13492723492724,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
218,Skoda Rapid 1.6 MPI AT Style Black Package,2017,10500,14.3,1598,103.52,5.0,24.13492723492724,8.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
219,Skoda Superb Style 1.8 TSI AT,2017,26000,14.67,1798,177.46,5.0,33.58,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
220,Hyundai i20 Active 1.2 SX,2018,25166,17.19,1197,81.86,5.0,24.13492723492724,8.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
221,Honda Amaze VX i-DTEC,2014,64000,25.8,1498,98.6,5.0,24.13492723492724,3.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
222,Maruti Wagon R LXI,2004,61000,18.9,998,67.1,5.0,24.13492723492724,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
223,Mahindra Verito 1.5 D4 BSIV,2013,107000,21.03,1461,65.0,5.0,9.12,3.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,29161,19.27,2143,167.62,5.0,24.13492723492724,39.41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
225,Maruti Wagon R VXI,2013,32000,22.5,998,67.04,5.0,5.29,2.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,2015,46173,19.01,1461,108.5,5.0,24.13492723492724,8.92,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
227,Maruti Swift VDI BSIV,2013,47000,17.8,1248,0.0,5.0,24.13492723492724,4.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
228,Mini Cooper Convertible S,2017,26327,16.82,1998,189.08,4.0,44.28,35.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
229,Ford Figo Diesel,2015,70436,0.0,1498,99.0,5.291306851,24.13492723492724,3.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
230,Tata Indica V2 DLS BSII,2007,200000,17.2,1396,53.5,5.0,24.13492723492724,0.85,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
231,Chevrolet Beat LT,2016,60813,18.6,1199,76.8,5.0,24.13492723492724,3.32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
232,Volkswagen Polo Diesel Comfortline 1.2L,2012,45000,22.07,1199,73.9,5.0,24.13492723492724,3.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
233,Maruti Swift ZDi,2016,64000,22.9,1248,74.0,5.0,24.13492723492724,6.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
234,Ford Figo Diesel EXI,2012,41284,20.0,1399,68.05,5.0,24.13492723492724,2.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
235,Toyota Innova Crysta 2.8 GX AT,2019,14165,11.36,2755,171.5,7.0,20.74,19.64,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
236,Hyundai Santa Fe 4x4 AT,2011,67000,11.72,2199,194.3,7.0,24.13492723492724,7.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
237,Honda City i-VTEC V,2011,32572,17.4,1497,117.3,5.0,11.74,3.87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
238,Hyundai i20 1.2 Magna Executive,2018,14960,18.6,1197,81.83,5.0,24.13492723492724,6.27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2015,55980,19.27,2143,167.62,5.0,24.13492723492724,18.12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
240,Chevrolet Beat Diesel LT,2013,74000,25.44,936,57.6,5.0,24.13492723492724,2.65,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
241,Hyundai i20 Sportz 1.4 CRDi,2015,56847,22.54,1396,88.73,5.0,24.13492723492724,7.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
242,Toyota Innova 2.5 Z Diesel 7 Seater,2015,121374,12.99,2494,100.6,7.0,24.13492723492724,14.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
243,Maruti Ertiga VDI,2013,52000,20.77,1248,88.76,7.0,24.13492723492724,6.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
244,Toyota Innova 2.5 V Diesel 7-seater,2014,118000,12.8,2494,102.0,7.0,24.13492723492724,10.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
245,Hyundai Santro Xing XO eRLX Euro II,2007,72000,17.0,1086,0.0,5.0,24.13492723492724,0.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
246,Honda City i VTEC V,2016,33915,17.8,1497,117.3,5.0,24.13492723492724,8.09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
247,BMW X1 sDrive20d,2014,82002,17.05,1995,184.0,5.0,24.13492723492724,18.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
248,Hyundai Grand i10 CRDi Era,2017,33000,24.0,1120,70.0,5.0,24.13492723492724,4.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
249,Maruti Ciaz 1.3 Alpha,2016,34000,28.09,1248,88.5,5.0,24.13492723492724,8.45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
250,Skoda Rapid Leisure 1.6 TDI MT,2012,55000,20.5,1598,103.6,5.0,24.13492723492724,3.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
251,Hyundai Accent CRDi,2006,160538,13.1,1493,82.0,5.0,24.13492723492724,1.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
252,Volkswagen Polo GT 1.5 TDI,2014,60000,19.91,1498,103.6,5.0,24.13492723492724,3.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
253,Honda Jazz 1.2 VX i VTEC,2017,49575,18.7,1199,88.7,5.0,24.13492723492724,7.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
254,Hyundai i10 Era,2010,83000,19.81,1086,68.05,5.0,24.13492723492724,1.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2018,51346,16.38,1995,183.0,5.0,24.13492723492724,21.99,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
256,Toyota Innova Crysta 2.4 ZX MT,2017,43000,13.68,2393,147.8,7.0,25.52,18.65,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,2011,35000,19.7,796,35.0,5.0,24.13492723492724,1.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
258,Maruti Swift VXI BSIV,2017,27872,20.4,1197,81.8,5.0,24.13492723492724,5.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
259,Hyundai Grand i10 Magna,2014,16514,18.9,1197,82.0,5.0,24.13492723492724,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
260,Maruti Swift VDI,2012,120000,22.9,1248,74.0,5.0,24.13492723492724,3.75,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
261,Hyundai Verna CRDi 1.6 SX,2008,143275,22.0,1582,126.2,5.0,14.07,2.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
262,Hyundai Santro Xing XL,2006,99000,0.0,1086,0.0,5.0,24.13492723492724,1.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
263,Hyundai i20 1.2 Sportz,2010,52000,17.0,1197,80.0,5.0,24.13492723492724,2.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
264,Mercedes-Benz GLE 350d,2017,29819,11.57,2987,254.79,5.0,95.13,61.29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,2014,57000,15.8,2148,170.0,5.0,24.13492723492724,18.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
266,Maruti Ritz ZDi,2014,88500,23.2,1248,73.94,5.0,24.13492723492724,4.35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
267,Hyundai Creta 1.6 CRDi SX,2016,28000,19.67,1582,126.2,5.0,24.13492723492724,13.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
268,Maruti A-Star Vxi,2010,67000,19.0,998,66.1,5.0,24.13492723492724,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
269,Renault Duster 110PS Diesel RXZ Option,2016,26000,19.64,1461,108.45,5.0,24.13492723492724,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),2010,120000,17.8,1248,76.0,5.0,24.13492723492724,1.65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
271,BMW X3 xDrive30d M Sport,2017,51982,16.55,2993,258.0,5.0,24.13492723492724,45.77,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
272,Hyundai i10 Sportz,2010,36000,20.36,1197,78.9,5.0,24.13492723492724,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
273,Toyota Innova 2.5 G4 Diesel 7-seater,2016,47000,12.8,2494,102.0,7.0,24.13492723492724,12.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
274,Maruti Zen VXI BSII,2002,60000,17.3,993,60.0,5.0,24.13492723492724,0.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
275,Maruti Swift VDI,2018,31025,28.4,1248,74.0,5.0,24.13492723492724,7.15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2013,105000,12.05,2179,120.0,8.0,24.13492723492724,7.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
277,Tata Zest Quadrajet 1.3 75PS XE,2017,121900,22.95,1248,74.0,5.0,8.34,3.75,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,2017,22695,18.88,999,123.24,5.0,24.13492723492724,8.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
279,Maruti Swift Dzire ZDI,2012,73000,23.4,1248,74.0,5.0,24.13492723492724,4.35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
280,Maruti Alto 800 LXI,2016,32227,22.74,796,47.3,5.0,24.13492723492724,3.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
281,Honda City 1.5 S MT,2011,55000,17.0,1497,118.0,5.0,24.13492723492724,4.21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
282,Audi Q7 3.0 TDI Quattro Technology,2018,11287,12.07,2967,241.4,7.0,24.13492723492724,70.36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
283,Skoda Laura 1.9 TDI AT Ambiente,2009,48000,17.0,1896,105.0,5.0,24.13492723492724,2.95,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
284,Hyundai Verna 1.6 SX VTVT (O),2012,54308,17.1,1591,121.3,5.0,24.13492723492724,4.28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
285,Honda City 1.5 V AT,2009,78442,16.8,1497,118.0,5.0,24.13492723492724,3.57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
286,Hyundai i20 Magna Optional 1.4 CRDi,2013,46000,21.9,1396,88.8,5.0,24.13492723492724,3.11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
